noise_level,max_amplitude,center_distance,above-thld_pixels,above-thld_pixels_std,algorithm,eta,intensity,outer-inner,reg,samples,iters,sample,epsilon,iter
0.5,0.00047310206988050577,[24.19127092 24.99136348],2375,"[[478.95102354]
 [478.46090969]]",TLp-BI,0.7,zeroone,10-100,0.05,5.0,,,,
0.5,0.0004168768715730133,[24.24969616 24.8750578 ],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.001,minmax,10-100,0.1,5.0,,,,
0.5,0.0004168768715730133,[24.24969616 24.8750578 ],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.001,zeroone,10-100,0.1,5.0,,,,
0.5,0.0004168769416373572,[24.24969614 24.87505781],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.05,minmax,10-100,0.1,5.0,,,,
0.5,0.0004168769416373572,[24.24969614 24.87505781],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.05,zeroone,10-100,0.1,5.0,,,,
0.5,0.0004168770131315933,[24.24969612 24.87505782],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.1,minmax,10-100,0.1,5.0,,,,
0.5,0.0004168770131315933,[24.24969612 24.87505782],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.1,zeroone,10-100,0.1,5.0,,,,
0.5,0.00041687808176631624,[24.24969597 24.87505776],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.7,minmax,10-100,0.1,5.0,,,,
0.5,0.00041687808176631624,[24.24969597 24.87505776],2438,"[[493.7322562 ]
 [493.63832835]]",TLp-BI,0.7,zeroone,10-100,0.1,5.0,,,,
0.5,0.0002578734742062219,[24.41879617 24.62178914],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,minmax,10-100,0.5,5.0,,,,
0.5,0.0002578734742062219,[24.41879617 24.62178914],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,zeroone,10-100,0.5,5.0,,,,
0.5,0.0002578734836689722,[24.41879617 24.62178915],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,minmax,10-100,0.5,5.0,,,,
0.5,0.0002578734836689722,[24.41879617 24.62178915],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,zeroone,10-100,0.5,5.0,,,,
0.5,0.0002578734933248402,[24.41879616 24.62178915],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,minmax,10-100,0.5,5.0,,,,
0.5,0.0002578734933248402,[24.41879616 24.62178915],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,zeroone,10-100,0.5,5.0,,,,
0.5,0.0002578736091952442,[24.41879613 24.62178919],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,minmax,10-100,0.5,5.0,,,,
0.5,0.0002578736091952442,[24.41879613 24.62178919],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,zeroone,10-100,0.5,5.0,,,,
0.5,0.00017248871372004806,[24.45139177 24.57305626],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,minmax,10-100,0.9,5.0,,,,
0.5,0.00017248871372004806,[24.45139177 24.57305626],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,zeroone,10-100,0.9,5.0,,,,
0.5,0.00017248871749208164,[24.45139177 24.57305626],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,minmax,10-100,0.9,5.0,,,,
0.5,0.00017248871749208164,[24.45139177 24.57305626],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,zeroone,10-100,0.9,5.0,,,,
0.5,0.00017248872134109346,[24.45139177 24.57305626],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,minmax,10-100,0.9,5.0,,,,
0.5,0.00017248872134109346,[24.45139177 24.57305626],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,zeroone,10-100,0.9,5.0,,,,
0.5,0.00017248876752924198,[24.45139175 24.57305628],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,minmax,10-100,0.9,5.0,,,,
0.5,0.00017248876752924198,[24.45139175 24.57305628],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,zeroone,10-100,0.9,5.0,,,,
1,0.0006286861362929699,[23.95050194 25.26880017],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.001,minmax,10-100,0.001,5.0,,,,
1,0.0006286861362929699,[23.95050194 25.26880017],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.001,zeroone,10-100,0.001,5.0,,,,
1,0.0006286918899448561,[23.95050205 25.26880004],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.05,minmax,10-100,0.001,5.0,,,,
1,0.0006286918899448561,[23.95050205 25.26880004],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.05,zeroone,10-100,0.001,5.0,,,,
1,0.0006286977613285197,[23.95050217 25.2687999 ],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.1,minmax,10-100,0.001,5.0,,,,
1,0.0006286977613285197,[23.95050217 25.2687999 ],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.1,zeroone,10-100,0.001,5.0,,,,
1,0.0006287682423927166,[23.95050354 25.26879829],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.7,minmax,10-100,0.001,5.0,,,,
1,0.0006287682423927166,[23.95050354 25.26879829],2217,"[[465.94822347]
 [459.02090945]]",TLp-BI,0.7,zeroone,10-100,0.001,5.0,,,,
1,0.0004270450333634277,[24.28156467 24.79071743],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.001,minmax,10-100,0.01,5.0,,,,
1,0.0004270450333634277,[24.28156467 24.79071743],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.001,zeroone,10-100,0.01,5.0,,,,
1,0.00042704536523175047,[24.28156466 24.79071744],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.05,minmax,10-100,0.01,5.0,,,,
1,0.00042704536523175047,[24.28156466 24.79071744],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.05,zeroone,10-100,0.01,5.0,,,,
1,0.00042704570387450255,[24.28156464 24.79071745],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.1,minmax,10-100,0.01,5.0,,,,
1,0.00042704570387450255,[24.28156464 24.79071745],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.1,zeroone,10-100,0.01,5.0,,,,
1,0.0004270497677124302,[24.28156449 24.7907176 ],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.7,minmax,10-100,0.01,5.0,,,,
1,0.0004270497677124302,[24.28156449 24.7907176 ],2491,"[[507.64778477]
 [507.60147214]]",TLp-BI,0.7,zeroone,10-100,0.01,5.0,,,,
1,0.00032790944614680405,[24.30768248 24.75580868],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,minmax,10-100,0.05,5.0,,,,
1,0.00032790944614680405,[24.30768248 24.75580868],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,zeroone,10-100,0.05,5.0,,,,
1,0.0003279094818885971,[24.30768247 24.75580869],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,minmax,10-100,0.05,5.0,,,,
1,0.0003279094818885971,[24.30768247 24.75580869],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,zeroone,10-100,0.05,5.0,,,,
1,0.00032790951835981474,[24.30768245 24.7558087 ],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,minmax,10-100,0.05,5.0,,,,
1,0.00032790951835981474,[24.30768245 24.7558087 ],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,zeroone,10-100,0.05,5.0,,,,
1,0.0003279101507756471,[24.3076824  24.75580856],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,minmax,10-100,0.05,5.0,,,,
1,0.0003279101507756471,[24.3076824  24.75580856],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,zeroone,10-100,0.05,5.0,,,,
1,0.00033824774127159984,[24.33514991 24.71880333],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,minmax,10-100,0.1,5.0,,,,
1,0.00033824774127159984,[24.33514991 24.71880333],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,zeroone,10-100,0.1,5.0,,,,
1,0.00033824776491890926,[24.3351499  24.71880334],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,minmax,10-100,0.1,5.0,,,,
1,0.00033824776491890926,[24.3351499  24.71880334],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,zeroone,10-100,0.1,5.0,,,,
1,0.00033824778904881486,[24.3351499  24.71880334],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,minmax,10-100,0.1,5.0,,,,
1,0.00033824778904881486,[24.3351499  24.71880334],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,zeroone,10-100,0.1,5.0,,,,
1,0.0003382480786075958,[24.33514982 24.71880339],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,minmax,10-100,0.1,5.0,,,,
1,0.0003382480786075958,[24.33514982 24.71880339],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,zeroone,10-100,0.1,5.0,,,,
1,0.00024942962144943457,[24.43531561 24.58593452],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,minmax,10-100,0.5,5.0,,,,
1,0.00024942962144943457,[24.43531561 24.58593452],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,zeroone,10-100,0.5,5.0,,,,
1,0.00024942962627616213,[24.43531561 24.58593452],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,minmax,10-100,0.5,5.0,,,,
1,0.00024942962627616213,[24.43531561 24.58593452],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,zeroone,10-100,0.5,5.0,,,,
1,0.0002494296312013941,[24.43531561 24.58593452],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,minmax,10-100,0.5,5.0,,,,
1,0.0002494296312013941,[24.43531561 24.58593452],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,zeroone,10-100,0.5,5.0,,,,
1,0.00024942969030417457,[24.43531559 24.58593454],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,minmax,10-100,0.5,5.0,,,,
1,0.00024942969030417457,[24.43531559 24.58593454],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,zeroone,10-100,0.5,5.0,,,,
1,0.00016901024065927076,[24.4610964  24.55172378],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,minmax,10-100,0.9,5.0,,,,
1,0.00016901024065927076,[24.4610964  24.55172378],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.001,zeroone,10-100,0.9,5.0,,,,
1,0.0001690102426110848,[24.4610964  24.55172378],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,minmax,10-100,0.9,5.0,,,,
1,0.0001690102426110848,[24.4610964  24.55172378],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.05,zeroone,10-100,0.9,5.0,,,,
1,0.00016901024460272922,[24.4610964  24.55172378],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,minmax,10-100,0.9,5.0,,,,
1,0.00016901024460272922,[24.4610964  24.55172378],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.1,zeroone,10-100,0.9,5.0,,,,
1,0.00016901026850247555,[24.4610964  24.55172379],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,minmax,10-100,0.9,5.0,,,,
1,0.00016901026850247555,[24.4610964  24.55172379],2500,"[[510.2082908]
 [510.2082908]]",TLp-BI,0.7,zeroone,10-100,0.9,5.0,,,,
0,0.010283151490657632,[23.40567239 25.67939446],55,"[[10.89787302]
 [11.00247906]]",KBCM,,,,0.001,5.0,100.0,,,
0,0.006104880792217145,[23.341385   25.72490359],89,"[[17.55696987]
 [17.94999296]]",KBCM,,,,0.01,5.0,100.0,,,
0,,,,,KBCM,,,,0.05,,100.0,200.0,,
0,0.0018796830272444444,[23.42218574 25.78088256],299,"[[60.48513458]
 [58.80203168]]",KBCM,,,,0.05,5.0,100.0,,,
0,,,,,KBCM,,,,0.1,,100.0,200.0,,
0,0.0010442414672582993,[23.56847138 25.68126539],577,"[[115.25387545]
 [114.97874116]]",KBCM,,,,0.1,5.0,100.0,,,
0,,,,,KBCM,,,,0.25,,100.0,200.0,,
0,0.0004949821251282176,[23.75880005 25.49432837],1774,"[[353.13743249]
 [354.61539577]]",KBCM,,,,0.25,5.0,100.0,,,
0,,,,,KBCM,,,,0.4,,100.0,200.0,,
0,0.00033157412909464666,[24.22427933 24.90766961],2490,"[[507.37406098]
 [507.36862782]]",KBCM,,,,0.4,5.0,100.0,,,
0,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.5,,100.0,200.0,,
0,0.00027203363751442995,[24.29294412 24.81808456],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.5,5.0,100.0,,,
0,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.6,,100.0,200.0,,
0,0.00023033834422472987,[24.3290287  24.77656177],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.6,5.0,100.0,,,
0,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,,100.0,200.0,,
0,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,5.0,100.0,,,
0.1,0.005897915616615551,[23.35963523 25.67830629],58,"[[11.8616304]
 [11.2866262]]",KBCM,,,,0.001,5.0,100.0,,,
0.1,0.0034717123663096,[23.26076385 25.7630735 ],96,"[[19.14364559]
 [19.14364559]]",KBCM,,,,0.01,5.0,100.0,,,
0.1,,,,,KBCM,,,,0.05,,100.0,200.0,,
0.1,0.0011626343563085205,[23.57880692 25.74081136],428,"[[84.77889742]
 [86.04429282]]",KBCM,,,,0.05,5.0,100.0,,,
0.1,,,,,KBCM,,,,0.1,,100.0,200.0,,
0.1,0.0007186578237372586,[23.78940467 25.54811827],1019,"[[200.62875407]
 [206.0274999 ]]",KBCM,,,,0.1,5.0,100.0,,,
0.1,,,,,KBCM,,,,0.25,,100.0,200.0,,
0.1,0.00041561933028882856,[24.16542904 24.98076218],2354,"[[473.51780283]
 [473.79669904]]",KBCM,,,,0.25,5.0,100.0,,,
0.1,,,,,KBCM,,,,0.4,,100.0,200.0,,
0.1,0.00030501662564458336,[24.33902743 24.76592756],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.4,5.0,100.0,,,
0.1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.5,,100.0,200.0,,
0.1,0.0002586162201973034,[24.36924906 24.72523095],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.5,5.0,100.0,,,
0.1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.6,,100.0,200.0,,
0.1,0.0002243229618846072,[24.39064056 24.69421112],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.6,5.0,100.0,,,
0.1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,,100.0,200.0,,
0.1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,5.0,100.0,,,
0.2,0.0037188416566536703,[23.28888138 25.67140672],61,"[[12.35539306]
 [11.98838235]]",KBCM,,,,0.001,5.0,100.0,,,
0.2,0.0021789564471997444,[23.44594649 25.76035355],112,"[[22.60491413]
 [22.07363893]]",KBCM,,,,0.01,5.0,100.0,,,
0.2,,,,,KBCM,,,,0.05,,100.0,200.0,,
0.2,0.0008201442778669568,[23.59591962 25.82137221],790,"[[151.84741884]
 [164.08265322]]",KBCM,,,,0.05,5.0,100.0,,,
0.2,,,,,KBCM,,,,0.1,,100.0,200.0,,
0.2,0.000568826148641514,[23.97560733 25.37123662],1659,"[[324.59765701]
 [338.09908809]]",KBCM,,,,0.1,5.0,100.0,,,
0.2,,,,,KBCM,,,,0.25,,100.0,200.0,,
0.2,0.000383465362250478,[24.30674248 24.83837853],2471,"[[502.19206414]
 [502.18001645]]",KBCM,,,,0.25,5.0,100.0,,,
0.2,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.4,,100.0,200.0,,
0.2,0.00029488968929437603,[24.37403432 24.71193064],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.4,5.0,100.0,,,
0.2,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.5,,100.0,200.0,,
0.2,0.00025426159997740596,[24.3967764 24.6781725],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.5,5.0,100.0,,,
0.2,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.6,,100.0,200.0,,
0.2,0.0002231292964906535,[24.4128654  24.65302923],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.6,5.0,100.0,,,
0.2,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,,100.0,200.0,,
0.2,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,5.0,100.0,,,
0.5,0.001013511693917836,[23.05108371 26.5235599 ],342,"[[60.83175917]
 [92.62200741]]",KBCM,,,,0.001,5.0,100.0,,,
0.5,0.000720965682229382,[24.35167987 25.27750889],1110,"[[209.37853238]
 [243.08238695]]",KBCM,,,,0.01,5.0,100.0,,,
0.5,,,,,KBCM,,,,0.05,,100.0,200.0,,
0.5,0.0004566686643680481,[24.25621308 24.88184442],2411,"[[487.04519586]
 [487.07079033]]",KBCM,,,,0.05,5.0,100.0,,,
0.5,,,,,KBCM,,,,0.1,,100.0,200.0,,
0.5,0.0004096420056656514,[24.2792605  24.84027446],2451,"[[496.96462534]
 [496.95884357]]",KBCM,,,,0.1,5.0,100.0,,,
0.5,,,,,KBCM,,,,0.25,,100.0,200.0,,
0.5,0.0003492712756055316,[24.37104593 24.6949597 ],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.25,5.0,100.0,,,
0.5,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.4,,100.0,200.0,,
0.5,0.0002854979788472977,[24.40844442 24.63951457],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.4,5.0,100.0,,,
0.5,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.5,,100.0,200.0,,
0.5,0.00025137762804971564,[24.4238509  24.61642701],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.5,5.0,100.0,,,
0.5,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.6,,100.0,200.0,,
0.5,0.0002237380343834032,[24.43492223 24.59970111],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.6,5.0,100.0,,,
0.5,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,,100.0,200.0,,
0.5,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,5.0,100.0,,,
1,0.0004561792374083406,[24.31215738 24.88052977],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.001,5.0,100.0,,,
1,0.00041048407047993593,[24.29353047 24.8249165 ],2494,"[[508.46365464]
 [508.46365464]]",KBCM,,,,0.01,5.0,100.0,,,
1,,,,,KBCM,,,,0.05,,100.0,200.0,,
1,0.00032546505640902186,[24.31071069 24.76161765],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.05,5.0,100.0,,,
1,,,,,KBCM,,,,0.1,,100.0,200.0,,
1,0.0003357076450821516,[24.33702635 24.71865088],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.1,5.0,100.0,,,
1,,,,,KBCM,,,,0.25,,100.0,200.0,,
1,0.0003272748843826797,[24.39414428 24.63949261],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.25,5.0,100.0,,,
1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.4,,100.0,200.0,,
1,0.0002745063642476839,[24.42448378 24.59881964],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.4,5.0,100.0,,,
1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.5,,100.0,200.0,,
1,0.00024349926283957196,[24.43697576 24.58228537],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.5,5.0,100.0,,,
1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.6,,100.0,200.0,,
1,0.00021775010187601073,[24.44600765 24.57041842],2500,"[[510.2082908]
 [510.2082908]]",KBCM,,,,0.6,5.0,100.0,,,
1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,,100.0,200.0,,
1,,[inf inf],0,"[[0.]
 [0.]]",KBCM,,,,0.9,5.0,100.0,,,
0,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000000.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,100.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.001,1000000.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.005,1000000.0
0,0.5430056278475031,[24.5 24.5],60,"[[11.97914855]
 [11.97914855]]",Debiased Sinkhorn,,minmax,,,,,,0.01,100000000.0
0,0.5430056278475031,[24.5 24.5],60,"[[11.97914855]
 [11.97914855]]",Debiased Sinkhorn,,minmax,,,,,,0.01,1000000.0
0,0.5430056278474953,[24.5 24.5],60,"[[11.97914855]
 [11.97914855]]",Debiased Sinkhorn,,minmax,,,,,,0.01,100000.0
0,0.7598374897023631,[24.5 24.5],32,"[[6.32455532]
 [6.32455532]]",Debiased Sinkhorn,,minmax,,,,,,0.05,10000000.0
0,0.759837489702366,[24.5 24.5],32,"[[6.32455532]
 [6.32455532]]",Debiased Sinkhorn,,minmax,,,,,,0.05,100000.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,2500.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,3000.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,4000.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.5,1000.0
0,0.23507821330157927,[24.5 24.5],96,"[[19.18332609]
 [19.18332609]]",Debiased Sinkhorn,,minmax,,,,,,0.5,500.0
0,0.2806805610071299,[24.5 24.5],80,"[[15.93737745]
 [15.93737745]]",Debiased Sinkhorn,,minmax,,,,,,0.5,750.0
0,,,,,Debiased Sinkhorn,,minmax,,,,,,0.7,1000.0
0,0.07460281527323837,[24.5 24.5],316,"[[63.01983815]
 [63.01983815]]",Debiased Sinkhorn,,minmax,,,,,,0.7,100.0
0,0.20827250779301387,[24.5 24.5],112,"[[22.3159136]
 [22.3159136]]",Debiased Sinkhorn,,minmax,,,,,,0.7,750.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000.0
0.1,0.01892909084975958,[24.53154064 24.51602181],2363,"[[487.66838536]
 [488.68500863]]",Debiased Sinkhorn,,minmax,,,,,,1e-05,100.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.001,1000000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.005,1000000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.01,1000000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.01,100000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.05,100000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,2500.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,3000.0
0.1,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,4000.0
0.1,0.09714773807157727,[24.49967178 24.4976936 ],372,"[[74.90327096]
 [73.50170066]]",Debiased Sinkhorn,,minmax,,,,,,0.5,1000.0
0.1,0.08475672693245136,[24.49275207 24.46563494],464,"[[93.08051761]
 [92.01372063]]",Debiased Sinkhorn,,minmax,,,,,,0.5,500.0
0.1,0.09045906938514885,[24.49938123 24.49732996],406,"[[81.71138232]
 [80.30410948]]",Debiased Sinkhorn,,minmax,,,,,,0.5,750.0
0.1,0.07738589760978146,[24.49594281 24.49351835],548,"[[109.81120161]
 [108.77729543]]",Debiased Sinkhorn,,minmax,,,,,,0.7,1000.0
0.1,0.06113158796249629,[24.458977   24.47187568],749,"[[151.37927946]
 [147.46641807]]",Debiased Sinkhorn,,minmax,,,,,,0.7,100.0
0.1,0.07738589760978146,[24.49594281 24.49351835],548,"[[109.81120161]
 [108.77729543]]",Debiased Sinkhorn,,minmax,,,,,,0.7,750.0
0.2,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000.0
0.2,0.026702652162441935,[24.49379354 24.49595229],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,1e-05,100.0
0.2,,,,,Debiased Sinkhorn,,minmax,,,,,,0.01,1000000.0
0.2,,,,,Debiased Sinkhorn,,minmax,,,,,,0.01,100000.0
0.2,,,,,Debiased Sinkhorn,,minmax,,,,,,0.05,100000.0
0.2,0.28811427907400583,[24.50993496 24.5070124 ],88,"[[17.52141547]
 [17.52141547]]",Debiased Sinkhorn,,minmax,,,,,,0.2,2500.0
0.2,0.30775387360933754,[24.56962513 24.56695474],82,"[[16.33864191]
 [16.33864191]]",Debiased Sinkhorn,,minmax,,,,,,0.2,3000.0
0.2,,,,,Debiased Sinkhorn,,minmax,,,,,,0.2,4000.0
0.2,0.07868102947650608,[24.47847951 24.48433023],727,"[[145.4844679 ]
 [144.50211442]]",Debiased Sinkhorn,,minmax,,,,,,0.5,1000.0
0.2,0.06898758581309376,[24.47567989 24.46824331],943,"[[188.91181377]
 [187.34060599]]",Debiased Sinkhorn,,minmax,,,,,,0.5,500.0
0.2,0.0736938132474736,[24.4672447  24.46211327],827,"[[165.92723963]
 [164.04492189]]",Debiased Sinkhorn,,minmax,,,,,,0.5,750.0
0.2,0.06624347931233827,[24.46650044 24.45335077],1112,"[[223.54951228]
 [220.0900721 ]]",Debiased Sinkhorn,,minmax,,,,,,0.7,1000.0
0.2,0.05803301826812689,[24.4783655  24.46670791],1390,"[[278.19349407]
 [276.30102706]]",Debiased Sinkhorn,,minmax,,,,,,0.7,100.0
0.2,0.06624347931233827,[24.46650044 24.45335077],1112,"[[223.54951228]
 [220.0900721 ]]",Debiased Sinkhorn,,minmax,,,,,,0.7,750.0
0.5,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000.0
0.5,0.04201445040515211,[24.49618167 24.49736799],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,1e-05,100.0
0.5,,,,,Debiased Sinkhorn,,minmax,,,,,,0.01,100000.0
0.5,,,,,Debiased Sinkhorn,,minmax,,,,,,0.05,100000.0
0.5,0.13441812212162224,[24.47689001 24.47631156],405,"[[83.27958267]
 [78.42576107]]",Debiased Sinkhorn,,minmax,,,,,,0.2,2500.0
0.5,0.1403386366607774,[24.51714504 24.44179491],361,"[[72.95849387]
 [71.16431768]]",Debiased Sinkhorn,,minmax,,,,,,0.2,3000.0
0.5,0.1403386366607774,[24.51714504 24.44179491],361,"[[72.95849387]
 [71.16431768]]",Debiased Sinkhorn,,minmax,,,,,,0.2,4000.0
0.5,0.05288606169001006,[24.48596611 24.48377899],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.5,1000.0
0.5,0.047852264075051956,[24.48595302 24.48377084],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.5,500.0
