noise_level,max_amplitude,center_distance,above-thld_pixels,above-thld_pixels_std,algorithm,eta,intensity,outer-inner,reg,samples,iters,sample,epsilon,iter
0.5,0.05017392897829483,[24.48596205 24.48377639],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.5,750.0
0.5,0.05171151482917721,[24.48593365 24.48375661],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.7,1000.0
0.5,0.04949933432985612,[24.48591487 24.48373974],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.7,100.0
0.5,0.05171151482917721,[24.48593365 24.48375661],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.7,750.0
1,,,,,Debiased Sinkhorn,,minmax,,,,,,1e-05,1000.0
1,0.05447176622391077,[24.49834246 24.49872887],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,1e-05,100.0
1,0.09166149946460223,[24.49233494 24.49188721],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.01,100000.0
1,0.08194611303367323,[24.49234247 24.49190028],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.05,100000.0
1,0.051540996712656426,[24.49234397 24.49191167],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.2,2500.0
1,0.051540996712656426,[24.49234397 24.49191167],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.2,3000.0
1,0.051540996712656426,[24.49234397 24.49191167],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.2,4000.0
1,0.035129357024764024,[24.49233697 24.49189567],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.5,1000.0
1,0.033543769856837574,[24.49233785 24.49190995],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.5,500.0
1,0.03361003709232746,[24.49233726 24.49189975],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.5,750.0
1,0.03830296897382801,[24.49233922 24.49193013],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.7,1000.0
1,0.03967945486743385,[24.49234168 24.49193617],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.7,100.0
1,0.03830296897382801,[24.49233922 24.49193013],2500,"[[510.2082908]
 [510.2082908]]",Debiased Sinkhorn,,minmax,,,,,,0.7,750.0
0,,,,,Entropic Regularized,,,,0.001,,,,,
0,,,,,Entropic Regularized,,,,0.005,,,,,
0,,,,,Entropic Regularized,,,,0.01,,,,,
0,,,,,Entropic Regularized,,,,0.05,,,,,
0,0.012481019515868698,[24.5 24.5],72,"[[13.15294644]
 [15.77973384]]",Entropic Regularized,,,,0.1,,,,,
0,0.009628511316654154,[24.5 24.5],80,"[[17.02938637]
 [15.03329638]]",Entropic Regularized,,,,0.5,,,,,
0,0.008130325944645824,[24.5 24.5],92,"[[19.17028951]
 [17.53567792]]",Entropic Regularized,,,,0.75,,,,,
0,0.007054965212358542,[24.5 24.5],100,"[[21.64486082]
 [18.34393633]]",Entropic Regularized,,,,1.0,,,,,
0,0.015369753391953652,[24.5 24.5],52,"[[10.31988372]
 [10.31988372]]",Entropic Regularized,,,,4.0,,,,,
0.1,,,,,Entropic Regularized,,,,0.001,,,,,
0.1,,,,,Entropic Regularized,,,,0.005,,,,,
0.1,,[inf inf],0,"[[0.]
 [0.]]",Entropic Regularized,,,,0.01,,,,,
0.1,0.0030787446228105384,[24.5043928  24.49594625],52,"[[10.31988372]
 [10.31988372]]",Entropic Regularized,,,,0.05,,,,,
0.1,0.0025577803206787756,[24.49731051 24.50274282],60,"[[11.97914855]
 [11.97914855]]",Entropic Regularized,,,,0.1,,,,,
0.1,0.001235334035140412,[24.51595749 24.48334168],179,"[[38.48659347]
 [33.59128312]]",Entropic Regularized,,,,0.5,,,,,
0.1,0.001432124544591348,[24.3770631 24.4148796],113,"[[23.53551261]
 [21.74022006]]",Entropic Regularized,,,,0.75,,,,,
0.1,0.001502784114750324,[24.44613872 24.42456303],98,"[[21.65793911]
 [17.71788558]]",Entropic Regularized,,,,1.0,,,,,
0.1,0.0013291249446153411,[24.35977916 24.52447084],143,"[[30.1761727 ]
 [27.10495013]]",Entropic Regularized,,,,4.0,,,,,
0.2,,,,,Entropic Regularized,,,,0.001,,,,,
0.2,,,,,Entropic Regularized,,,,0.005,,,,,
0.2,,,,,Entropic Regularized,,,,0.01,,,,,
0.2,0.0019427002068868175,[24.50204595 24.49819228],36,"[[7.24568837]
 [7.24568837]]",Entropic Regularized,,,,0.05,,,,,
0.2,0.0014936199188484713,[24.49017807 24.49477795],60,"[[11.97914855]
 [11.97914855]]",Entropic Regularized,,,,0.1,,,,,
0.2,0.00027522745596574445,[24.49311674 24.49747465],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.5,,,,,
0.2,0.0003010603207189325,[24.4930599  24.49752297],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.75,,,,,
0.2,0.00032345239841750104,[24.49303529 24.49750371],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,1.0,,,,,
0.2,0.00038888078358804995,[24.49297357 24.49738689],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,4.0,,,,,
0.5,,,,,Entropic Regularized,,,,0.001,,,,,
0.5,,,,,Entropic Regularized,,,,0.005,,,,,
0.5,,,,,Entropic Regularized,,,,0.01,,,,,
0.5,0.0009099253739491589,[24.50961901 24.61609427],67,"[[16.68407052]
 [14.47591927]]",Entropic Regularized,,,,0.05,,,,,
0.5,0.00012193795334587872,[24.49720317 24.50305222],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.1,,,,,
0.5,0.0001030395819763563,[24.49716038 24.50334375],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.5,,,,,
0.5,0.00011825058586992536,[24.49717316 24.50345706],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.75,,,,,
0.5,0.0001334676443408634,[24.49716524 24.50345873],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,1.0,,,,,
0.5,0.00019814662105540004,[24.49712088 24.50336695],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,4.0,,,,,
1,,,,,Entropic Regularized,,,,0.001,,,,,
1,,,,,Entropic Regularized,,,,0.005,,,,,
1,,,,,Entropic Regularized,,,,0.01,,,,,
1,0.00010183370553827598,[24.49915088 24.50549425],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.05,,,,,
1,8.324178148832274e-05,[24.49859219 24.50567045],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.1,,,,,
1,6.089044695962108e-05,[24.49879106 24.50580983],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.5,,,,,
1,7.610410756210198e-05,[24.49883458 24.5058297 ],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,0.75,,,,,
1,9.664792639462296e-05,[24.49883546 24.5058257 ],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,1.0,,,,,
1,0.00017468122756362516,[24.49879777 24.50573988],2500,"[[510.2082908]
 [510.2082908]]",Entropic Regularized,,,,4.0,,,,,
